"","date","county","state","cases","deaths","cs","casemax","deathmax","n","firstday","chard","hard","ndate","CasePctIncrease","dcases"
"2731",2020-05-16,"Tulare","California",1426,67,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18398,6.1711079943899,-3.46978599063418
"2732",2020-05-17,"Tulare","California",1430,67,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18399,0.27972027972028,0.693579851717705
"2733",2020-05-18,"Tulare","California",1436,67,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18400,0.417827298050139,3.92878883017241
"2734",2020-05-19,"Tulare","California",1539,71,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18401,6.69265756985055,0.235972458184337
"2735",2020-05-20,"Tulare","California",1552,73,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18402,0.837628865979381,-4.35715358520336
"2736",2020-05-21,"Tulare","California",1603,74,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18403,3.18153462258266,-5.93202475161075
"2737",2020-05-22,"Tulare","California",1641,75,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18404,2.31566118220597,-6.59779217170109
"2738",2020-05-23,"Tulare","California",1662,75,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18405,1.26353790613718,-1.31678718291371
"2739",2020-05-24,"Tulare","California",1682,75,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18406,1.18906064209275,6.0406003564368
"2740",2020-05-25,"Tulare","California",1684,75,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18407,0.118764845605701,6.56631192547518
"2741",2020-05-26,"Tulare","California",1771,79,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18408,4.9124788255223,-0.835751046143275
"2742",2020-05-27,"Tulare","California",1796,79,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18409,1.39198218262806,-8.68836473677056
"2743",2020-05-28,"Tulare","California",1835,80,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18410,2.12534059945504,-8.41820675441373
"2744",2020-05-29,"Tulare","California",1844,84,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18411,0.488069414316703,-1.78299578092793
"2745",2020-05-30,"Tulare","California",1852,84,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18412,0.431965442764579,7.90585456133112
"2746",2020-05-31,"Tulare","California",1879,84,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18413,1.43693453964875,13.6997287444378
"2747",2020-06-01,"Tulare","California",1897,89,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18414,0.948866631523458,10.2037061809668
"2748",2020-06-02,"Tulare","California",2004,89,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18415,5.33932135728543,1.70653131857007
"2749",2020-06-03,"Tulare","California",2026,90,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18416,1.08588351431392,-3.99527637685962
"2750",2020-06-04,"Tulare","California",2083,92,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18417,2.73643783005281,-3.39394188708093
"2751",2020-06-05,"Tulare","California",2116,92,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18418,1.55954631379962,-0.635477301841041
"2752",2020-06-06,"Tulare","California",2180,92,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18419,2.93577981651376,3.51325878769556
"2753",2020-06-07,"Tulare","California",2213,92,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18420,1.49118843199277,12.4314198801115
"2754",2020-06-08,"Tulare","California",2220,94,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18421,0.315315315315315,15.7047707973165
"2755",2020-06-09,"Tulare","California",2381,94,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18422,6.76186476270475,7.79763924342505
"2756",2020-06-10,"Tulare","California",2432,96,"Tulare   California",2432,96,91,2020-03-12,NA,2020-03-19,18423,2.09703947368421,-6.41141189935814
"2757",2020-03-18,"Ventura","California",13,0,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18339,NA,-0.45115958343974
"2758",2020-03-19,"Ventura","California",19,0,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18340,31.5789473684211,-0.0867064438027883
"2759",2020-03-20,"Ventura","California",19,0,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18341,0,0.338236579862619
"2760",2020-03-21,"Ventura","California",26,0,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18342,26.9230769230769,0.308752082701267
"2761",2020-03-22,"Ventura","California",30,1,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18343,13.3333333333333,0.368123958984799
"2762",2020-03-23,"Ventura","California",35,1,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18344,14.2857142857143,1.54502171263874
"2763",2020-03-24,"Ventura","California",39,1,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18345,10.2564102564103,3.33755661581076
"2764",2020-03-25,"Ventura","California",50,1,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18346,22,4.215170436723
"2765",2020-03-26,"Ventura","California",61,1,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18347,18.0327868852459,2.41636996405388
"2766",2020-03-27,"Ventura","California",83,3,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18348,26.5060240963855,-0.262654283937212
"2767",2020-03-28,"Ventura","California",98,3,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18349,15.3061224489796,-0.264218577669292
"2768",2020-03-29,"Ventura","California",109,4,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18350,10.0917431192661,0.841383482058665
"2769",2020-03-30,"Ventura","California",126,4,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18351,13.4920634920635,0.771645803046583
"2770",2020-03-31,"Ventura","California",149,5,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18352,15.4362416107383,-1.18564410610664
"2771",2020-04-01,"Ventura","California",160,5,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18353,6.875,-1.60626098689163
"2772",2020-04-02,"Ventura","California",177,6,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18354,9.6045197740113,-0.321418217382767
"2773",2020-04-03,"Ventura","California",189,6,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18355,6.34920634920635,-0.586554434163803
"2774",2020-04-04,"Ventura","California",203,6,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18356,6.89655172413793,-0.743784427886762
"2775",2020-04-05,"Ventura","California",221,6,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18357,8.1447963800905,0.160293322438567
"2776",2020-04-06,"Ventura","California",226,6,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18358,2.21238938053097,1.42119512845443
"2777",2020-04-07,"Ventura","California",243,6,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18359,6.99588477366255,2.08069874361502
"2778",2020-04-08,"Ventura","California",263,7,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18360,7.60456273764259,1.04162234390056
"2779",2020-04-09,"Ventura","California",274,7,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18361,4.01459854014599,-1.83499364816288
"2780",2020-04-10,"Ventura","California",298,10,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18362,8.05369127516778,-4.13485628260266
"2781",2020-04-11,"Ventura","California",309,10,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18363,3.55987055016181,-2.6875174685213
"2782",2020-04-12,"Ventura","California",314,10,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18364,1.59235668789809,3.26317793500605
"2783",2020-04-13,"Ventura","California",317,10,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18365,0.946372239747634,5.78569453007206
"2784",2020-04-14,"Ventura","California",350,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18366,9.42857142857143,2.32087159054371
"2785",2020-04-15,"Ventura","California",365,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18367,4.10958904109589,-1.75891621180464
"2786",2020-04-16,"Ventura","California",384,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18368,4.94791666666667,-3.53391178815948
"2787",2020-04-17,"Ventura","California",396,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18369,3.03030303030303,-3.02535376472259
"2788",2020-04-18,"Ventura","California",416,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18370,4.80769230769231,-2.19609017533713
"2789",2020-04-19,"Ventura","California",416,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18371,0,-0.067973338830917
"2790",2020-04-20,"Ventura","California",428,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18372,2.80373831775701,1.40184371251628
"2791",2020-04-21,"Ventura","California",443,13,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18373,3.38600451467269,0.835119422029279
"2792",2020-04-22,"Ventura","California",451,14,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18374,1.77383592017738,-1.18923473468733
"2793",2020-04-23,"Ventura","California",465,16,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18375,3.01075268817204,-1.2556709936134
"2794",2020-04-24,"Ventura","California",476,16,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18376,2.3109243697479,0.675561254369591
"2795",2020-04-25,"Ventura","California",476,16,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18377,0,1.22866485436007
"2796",2020-04-26,"Ventura","California",497,17,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18378,4.22535211267606,-0.804189017063428
"2797",2020-04-27,"Ventura","California",509,17,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18379,2.35756385068762,-2.43165681386434
"2798",2020-04-28,"Ventura","California",513,17,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18380,0.779727095516569,0.545433833415364
"2799",2020-04-29,"Ventura","California",517,17,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18381,0.773694390715667,2.57925357751845
"2800",2020-04-30,"Ventura","California",535,18,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18382,3.36448598130841,1.17593306699374
"2801",2020-05-01,"Ventura","California",547,18,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18383,2.19378427787934,-0.610567702352735
"2802",2020-05-02,"Ventura","California",559,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18384,2.14669051878354,-0.645831441511773
"2803",2020-05-03,"Ventura","California",566,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18385,1.23674911660777,0.933892764085077
"2804",2020-05-04,"Ventura","California",583,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18386,2.91595197255575,1.85793853999708
"2805",2020-05-05,"Ventura","California",595,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18387,2.01680672268908,2.64315806477162
"2806",2020-05-06,"Ventura","California",608,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18388,2.13815789473684,2.45280818195861
"2807",2020-05-07,"Ventura","California",631,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18389,3.64500792393027,-0.066706443439426
"2808",2020-05-08,"Ventura","California",652,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18390,3.22085889570552,-3.03090408951057
"2809",2020-05-09,"Ventura","California",666,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18391,2.1021021021021,-3.60715829866037
"2810",2020-05-10,"Ventura","California",679,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18392,1.91458026509573,-0.847324335206296
"2811",2020-05-11,"Ventura","California",690,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18393,1.59420289855072,2.45917436686571
"2812",2020-05-12,"Ventura","California",698,19,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18394,1.14613180515759,3.58184925502735
"2813",2020-05-13,"Ventura","California",725,24,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18395,3.72413793103448,2.57963521073639
"2814",2020-05-14,"Ventura","California",742,24,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18396,2.2911051212938,2.23229876709289
"2815",2020-05-15,"Ventura","California",760,25,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18397,2.36842105263158,2.26658330571625
"2816",2020-05-16,"Ventura","California",789,25,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18398,3.67553865652725,0.023491524235364
"2817",2020-05-17,"Ventura","California",813,25,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18399,2.9520295202952,-4.10295072824021
"2818",2020-05-18,"Ventura","California",838,25,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18400,2.98329355608592,-4.61874788685595
"2819",2020-05-19,"Ventura","California",850,28,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18401,1.41176470588235,-0.332856591933662
"2820",2020-05-20,"Ventura","California",861,29,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18402,1.27758420441347,4.4517709513503
"2821",2020-05-21,"Ventura","California",883,29,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18403,2.49150622876557,4.49299829994941
"2822",2020-05-22,"Ventura","California",912,30,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18404,3.17982456140351,0.947520668472653
"2823",2020-05-23,"Ventura","California",937,30,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18405,2.66808964781217,0.214169714575688
"2824",2020-05-24,"Ventura","California",961,30,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18406,2.49739854318418,0.499560489377245
"2825",2020-05-25,"Ventura","California",982,30,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18407,2.13849287169043,0.0462238350555508
"2826",2020-05-26,"Ventura","California",1020,32,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18408,3.72549019607843,-1.10992445732994
"2827",2020-05-27,"Ventura","California",1033,32,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18409,1.25847047434656,-2.92372979989281
"2828",2020-05-28,"Ventura","California",1065,32,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18410,3.00469483568075,-3.31876956308888
"2829",2020-05-29,"Ventura","California",1083,33,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18411,1.66204986149584,-0.263775705260464
"2830",2020-05-30,"Ventura","California",1093,33,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18412,0.914913083257091,2.59022587227958
"2831",2020-05-31,"Ventura","California",1116,33,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18413,2.06093189964158,2.38474955038992
"2832",2020-06-01,"Ventura","California",1152,34,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18414,3.125,-0.0876643887578682
"2833",2020-06-02,"Ventura","California",1164,34,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18415,1.03092783505155,1.19045911030347
"2834",2020-06-03,"Ventura","California",1190,35,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18416,2.18487394957983,4.12183834699943
"2835",2020-06-04,"Ventura","California",1216,35,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18417,2.13815789473684,0.59171656528827
"2836",2020-06-05,"Ventura","California",1261,35,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18418,3.56859635210151,-1.37132200546869
"2837",2020-06-06,"Ventura","California",1274,35,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18419,1.02040816326531,1.40318589850865
"2838",2020-06-07,"Ventura","California",1303,35,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18420,2.2256331542594,4.0571193116392
"2839",2020-06-08,"Ventura","California",1341,35,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18421,2.83370618941089,1.93093124392697
"2840",2020-06-09,"Ventura","California",1382,35,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18422,2.96671490593343,-2.37822109748484
"2841",2020-06-10,"Ventura","California",1407,38,"Ventura   California",1407,38,93,2020-03-10,NA,2020-03-19,18423,1.77683013503909,-1.61363351545705
"2842",2020-03-20,"Adams","Colorado",12,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18341,NA,1.86953335978045
"2843",2020-03-21,"Adams","Colorado",14,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18342,14.2857142857143,1.71266009519721
"2844",2020-03-22,"Adams","Colorado",18,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18343,22.2222222222222,0.328107768926619
"2845",2020-03-23,"Adams","Colorado",25,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18344,28,-0.00070743177235344
"2846",2020-03-24,"Adams","Colorado",27,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18345,7.40740740740741,4.02464327726878
"2847",2020-03-25,"Adams","Colorado",38,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18346,28.9473684210526,5.97794206031196
"2848",2020-03-26,"Adams","Colorado",50,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18347,24,3.89748002421772
"2849",2020-03-27,"Adams","Colorado",71,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18348,29.5774647887324,2.24776611158465
"2850",2020-03-28,"Adams","Colorado",95,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18349,25.2631578947368,4.59555596484007
"2851",2020-03-29,"Adams","Colorado",110,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18350,13.6363636363636,7.00938116814554
"2852",2020-03-30,"Adams","Colorado",153,0,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18351,28.1045751633987,1.99101766323531
"2853",2020-03-31,"Adams","Colorado",185,2,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18352,17.2972972972973,1.05931734453274
"2854",2020-04-01,"Adams","Colorado",214,6,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18353,13.5514018691589,2.45962154326176
"2855",2020-04-02,"Adams","Colorado",260,7,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18354,17.6923076923077,-1.4103815852073
"2856",2020-04-03,"Adams","Colorado",294,9,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18355,11.5646258503401,-4.87949332230465
"2857",2020-04-04,"Adams","Colorado",320,9,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18356,8.125,-7.21492767809978
"2858",2020-04-05,"Adams","Colorado",354,10,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18357,9.6045197740113,-6.08005572862767
"2859",2020-04-06,"Adams","Colorado",367,12,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18358,3.54223433242507,0.128965460146197
"2860",2020-04-07,"Adams","Colorado",388,14,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18359,5.41237113402062,14.3217252957801
"2861",2020-04-08,"Adams","Colorado",417,14,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18360,6.95443645083933,22.645161038877
"2862",2020-04-09,"Adams","Colorado",475,16,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18361,12.2105263157895,8.33662054248196
"2863",2020-04-10,"Adams","Colorado",543,23,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18362,12.5230202578269,-5.63938172112689
"2864",2020-04-11,"Adams","Colorado",593,25,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18363,8.43170320404722,-7.19427557121972
"2865",2020-04-12,"Adams","Colorado",647,26,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18364,8.34621329211746,-7.20400529934499
"2866",2020-04-13,"Adams","Colorado",693,26,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18365,6.63780663780664,-9.97122269730173
"2867",2020-04-14,"Adams","Colorado",726,27,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18366,4.54545454545455,0.592435622535573
"2868",2020-04-15,"Adams","Colorado",758,28,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18367,4.22163588390501,13.9449000653165
"2869",2020-04-16,"Adams","Colorado",805,29,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18368,5.83850931677019,-0.846914143234079
"2870",2020-04-17,"Adams","Colorado",860,31,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18369,6.3953488372093,-11.3966424175138
"2871",2020-04-18,"Adams","Colorado",894,33,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18370,3.80313199105145,-3.58353614322343
"2872",2020-04-19,"Adams","Colorado",915,35,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18371,2.29508196721311,4.32678870833434
"2873",2020-04-20,"Adams","Colorado",968,37,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18372,5.47520661157025,-3.36712207678898
"2874",2020-04-21,"Adams","Colorado",996,46,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18373,2.81124497991968,-1.96436587620943
"2875",2020-04-22,"Adams","Colorado",1033,46,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18374,3.58180058083253,48.9374141464054
"2876",2020-04-23,"Adams","Colorado",1082,46,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18375,4.52865064695009,37.5983747928405
"2877",2020-04-24,"Adams","Colorado",1252,57,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18376,13.5782747603834,-30.7535324689027
"2878",2020-04-25,"Adams","Colorado",1302,57,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18377,3.84024577572965,-45.2381701912395
"2879",2020-04-26,"Adams","Colorado",1348,58,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18378,3.41246290801187,-11.9431955928021
"2880",2020-04-27,"Adams","Colorado",1391,60,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18379,3.09130122214234,16.6570038744378
"2881",2020-04-28,"Adams","Colorado",1430,61,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18380,2.72727272727273,17.5593175140638
"2882",2020-04-29,"Adams","Colorado",1490,62,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18381,4.02684563758389,20.2350220816311
"2883",2020-04-30,"Adams","Colorado",1585,63,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18382,5.99369085173502,2.36591114379486
"2884",2020-05-01,"Adams","Colorado",1665,68,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18383,4.8048048048048,-22.6543848649011
"2885",2020-05-02,"Adams","Colorado",1730,68,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18384,3.75722543352601,-19.1140290765682
"2886",2020-05-03,"Adams","Colorado",1780,68,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18385,2.80898876404494,-0.51327568268277
"2887",2020-05-04,"Adams","Colorado",1815,68,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18386,1.92837465564738,13.5404390946392
"2888",2020-05-05,"Adams","Colorado",1883,72,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18387,3.61125862984599,16.9399332247583
"2889",2020-05-06,"Adams","Colorado",1952,75,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18388,3.53483606557377,11.7933495400498
"2890",2020-05-07,"Adams","Colorado",2046,78,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18389,4.59433040078201,-1.23774974959275
"2891",2020-05-08,"Adams","Colorado",2117,80,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18390,3.3538025507794,-15.3678588656826
"2892",2020-05-09,"Adams","Colorado",2205,81,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18391,3.99092970521542,-22.3648914072515
"2893",2020-05-10,"Adams","Colorado",2242,81,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18392,1.65031222123104,-13.2670697820254
"2894",2020-05-11,"Adams","Colorado",2278,81,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18393,1.58033362598771,5.10277832738738
"2895",2020-05-12,"Adams","Colorado",2322,84,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18394,1.89491817398794,16.9600476461044
"2896",2020-05-13,"Adams","Colorado",2374,86,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18395,2.19039595619208,14.5995062133225
"2897",2020-05-14,"Adams","Colorado",2448,91,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18396,3.02287581699346,0.494886175879655
"2898",2020-05-15,"Adams","Colorado",2520,99,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18397,2.85714285714286,-15.1748483585828
"2899",2020-05-16,"Adams","Colorado",2575,102,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18398,2.13592233009709,-21.360232899624
"2900",2020-05-17,"Adams","Colorado",2613,102,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18399,1.45426712590892,-5.54620773010526
"2901",2020-05-18,"Adams","Colorado",2640,102,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18400,1.02272727272727,10.5005785689419
"2902",2020-05-19,"Adams","Colorado",2675,104,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18401,1.30841121495327,3.54788218978856
"2903",2020-05-20,"Adams","Colorado",2737,108,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18402,2.26525392765802,-2.9102752311922
"2904",2020-05-21,"Adams","Colorado",2759,108,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18403,0.797390358825661,-0.310335527004742
"2905",2020-05-22,"Adams","Colorado",2802,111,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18404,1.53461812990721,-3.58276216702648
"2906",2020-05-23,"Adams","Colorado",2856,112,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18405,1.89075630252101,-4.35171449891318
"2907",2020-05-24,"Adams","Colorado",2869,112,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18406,0.453119553851516,1.63397803567012
"2908",2020-05-25,"Adams","Colorado",2908,112,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18407,1.34112792297111,10.2496453427141
"2909",2020-05-26,"Adams","Colorado",2964,116,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18408,1.88933873144399,9.9676933533875
"2910",2020-05-27,"Adams","Colorado",3006,118,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18409,1.39720558882236,5.92769818473954
"2911",2020-05-28,"Adams","Colorado",3070,118,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18410,2.08469055374593,14.7968300226509
"2912",2020-05-29,"Adams","Colorado",3142,120,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18411,2.2915340547422,-3.80124413281401
"2913",2020-05-30,"Adams","Colorado",3224,120,"Adams   Colorado",3643,143,91,2020-03-12,NA,2020-03-26,18412,2.54342431761787,-26.1812554684244
